# E1_ref,E2_ref,E1_run,E2_run,E_m
-2.570574061519966926e+04 -2.430814697277352388e+04 -2.570278358394966926e+04 -1.781245166027352388e+04 -2.570278358394966926e+04
-2.573666241009102669e+04 -2.424489470684334810e+04 -2.573603741009102669e+04 -1.784741814434334810e+04 -2.573603741009102669e+04
-2.557548283321724739e+04 -2.424392703258797701e+04 -2.557261955196724739e+04 -1.855323172008797701e+04 -2.557261955196724739e+04
-2.560594895870552864e+04 -2.421321624767586763e+04 -2.560307786495552864e+04 -1.761547796642586763e+04 -2.560307786495552864e+04
-2.587017776424752083e+04 -2.438372967541024263e+04 -2.586936526424752083e+04 -1.940440545666024263e+04 -2.586936529476509895e+04
-2.558520370418892708e+04 -2.402061685192391451e+04 -2.558252401668892708e+04 -1.601394497692391451e+04 -2.558252401668892708e+04
-2.563691836483345833e+04 -2.402426235973641451e+04 -2.563301211483345833e+04 -1.899414517223641451e+04 -2.563301211483345833e+04
-2.568293102962838020e+04 -2.414838344585701998e+04 -2.568231970150338020e+04 -1.498378968822762545e+04 -2.568231970150338020e+04
-2.557858279735909309e+04 -2.412786245930001314e+04 -2.557800467235909309e+04 -1.867741714298531588e+04 -2.557800467235909309e+04
-2.549462326366768684e+04 -2.406737834942147310e+04 -2.549297482616768684e+04 -1.997079241192147310e+04 -2.549297482616768684e+04
-2.533648611385689583e+04 -2.391886192333504732e+04 -2.533322048885689583e+04 -1.917654161846444185e+04 -2.533322048885689583e+04
-2.564956420452462044e+04 -2.429584745037362154e+04 -2.564854076702462044e+04 -2.083233573162362154e+04 -2.564854076320992317e+04
-2.599682420284615364e+04 -2.457563330089852388e+04 -2.599640818722115364e+04 -1.953580908214852388e+04 -2.599640818722115364e+04
-2.571306076748238411e+04 -2.415706016552254732e+04 -2.571048654873238411e+04 -1.665207188427254732e+04 -2.571048654873238411e+04
-2.559931437618599739e+04 -2.419951417553231295e+04 -2.559839446956978645e+04 -1.836295558178231295e+04 -2.559839446956978645e+04
-2.568196733028755989e+04 -2.433858332836434420e+04 -2.568094389278755989e+04 -2.191602864086434420e+04 -2.568094389278755989e+04
-2.555683225948677864e+04 -2.400814616405770357e+04 -2.555418772823677864e+04 -1.316013444530770357e+04 -2.555418772823677864e+04
-2.564688062984810676e+04 -2.412721635448739107e+04 -2.564652906734810676e+04 -1.575557572948739107e+04 -2.564652906734810676e+04
-2.565984145290718880e+04 -2.432762478649422701e+04 -2.565978676540718880e+04 -2.035189822399422701e+04 -2.565978676540718880e+04
-2.588180181820259895e+04 -2.430858297741219576e+04 -2.587748931820259895e+04 -1.853580172741219576e+04 -2.587748931820259895e+04
-2.567423718197213020e+04 -2.407448158275887545e+04 -2.566710827572213020e+04 -1.903218080150887545e+04 -2.566710827572213020e+04
-2.589858465511666145e+04 -2.443641740429207857e+04 -2.589770574886666145e+04 -1.967113615429207857e+04 -2.589770574886666145e+04
-2.578676603634224739e+04 -2.437161891186043795e+04 -2.578631681759224739e+04 -2.003091188061043795e+04 -2.578631681759224739e+04
-2.571799058468209114e+04 -2.443381382763192232e+04 -2.571701792843209114e+04 -2.076145451366707857e+04 -2.571701792843209114e+04
-2.578319184810982551e+04 -2.437541267406746920e+04 -2.577993403560982551e+04 -1.839761579906746920e+04 -2.577993403560982551e+04
-2.543692552120552864e+04 -2.412295791637703951e+04 -2.543522239620552864e+04 -2.027861416637703951e+04 -2.543522239620552864e+04
-2.567348020870552864e+04 -2.426374742138192232e+04 -2.567307395870552864e+04 -2.166350132763192232e+04 -2.567307395870552864e+04
-2.567000291378365364e+04 -2.415860078441903170e+04 -2.566724900753365364e+04 -1.364135469066903170e+04 -2.566724900753365364e+04
-2.587509483272896614e+04 -2.449023954784676607e+04 -2.587466514522896614e+04 -1.711941923534676607e+04 -2.587466514522896614e+04
-2.572384455807076301e+04 -2.434905821239754732e+04 -2.572127815182076301e+04 -2.025100352489754732e+04 -2.572127815182076301e+04
-2.562522619564400520e+04 -2.411026298534676607e+04 -2.561926922542916145e+04 -1.884914970409676607e+04 -2.561926922542916145e+04
-2.562684316952095833e+04 -2.420722856151864107e+04 -2.562517129452095833e+04 -1.795421293651864107e+04 -2.562517129452095833e+04
-2.560650340206490364e+04 -2.432669595348641451e+04 -2.560506199581490364e+04 -1.908201235973641451e+04 -2.560506199581490364e+04
-2.575298338253365364e+04 -2.432637768566414888e+04 -2.575220213253365364e+04 -1.977017456066414888e+04 -2.575220219356880989e+04
-2.570445808346138801e+04 -2.421418901073739107e+04 -2.569814558346138801e+04 -1.873830613720223482e+04 -2.569814558346138801e+04
-2.562919392330513801e+04 -2.425865863048836763e+04 -2.562802204830513801e+04 -1.997160784923836763e+04 -2.562802204830513801e+04
-2.548117986996041145e+04 -2.397427993786141451e+04 -2.548013690121041145e+04 -1.838532681286141451e+04 -2.548013690121041145e+04
-2.554911537105904426e+04 -2.394997615062996920e+04 -2.554910365230904426e+04 -1.326788630687996920e+04 -2.554910365230904426e+04
-2.576216401607857551e+04 -2.441880039989754732e+04 -2.575909760982857551e+04 -2.127919102489754732e+04 -2.575909760982857551e+04
-2.547489826900826301e+04 -2.396679270946785982e+04 -2.547411311275826301e+04 -1.722319505321785982e+04 -2.547411311275826301e+04
-2.529519599850045051e+04 -2.395764247143075045e+04 -2.529329756100045051e+04 -2.025724403393075045e+04 -2.529329756100045051e+04
-2.582958731014595833e+04 -2.447869175731942232e+04 -2.582931973202095833e+04 -2.029501988231942232e+04 -2.582931973202095833e+04
-2.576512870724068489e+04 -2.434945060741707857e+04 -2.576483964474068489e+04 -1.737813420116707857e+04 -2.576483964474068489e+04
-2.558679582149849739e+04 -2.401368589794442232e+04 -2.557924894649849739e+04 -1.863224839794442232e+04 -2.557924894649849739e+04
-2.600381062252388801e+04 -2.439040307628914888e+04 -2.599363093502388801e+04 -1.595499685680672701e+04 -2.599363093502388801e+04
-2.563952360470162239e+04 -2.405229960644051607e+04 -2.563834001095162239e+04 -1.596554570019051607e+04 -2.563834004146920051e+04
-2.537013941891060676e+04 -2.367284852611825045e+04 -2.536251045162545051e+04 -1.779073524486825045e+04 -2.536251051266060676e+04
-2.534465620357857551e+04 -2.385244035351082857e+04 -2.534283589107857551e+04 -1.762160441601082857e+04 -2.534283589107857551e+04
-2.559771510250435676e+04 -2.407896269237801607e+04 -2.559714869625435676e+04 -1.888459550487801607e+04 -2.559714869625435676e+04
-2.561244486935005989e+04 -2.405986381542489107e+04 -2.561041166622505989e+04 -1.665412944042489107e+04 -2.561041166622505989e+04
-2.579001216060982551e+04 -2.447990727245614107e+04 -2.578999262935982551e+04 -1.744222758495614107e+04 -2.578999262935982551e+04
-2.561643919308052864e+04 -2.405528025829598482e+04 -2.561502317745552864e+04 -1.905750682079598482e+04 -2.561502317745552864e+04
-2.552906925899849739e+04 -2.414709362804696138e+04 -2.552798722774849739e+04 -1.913095300304696138e+04 -2.552798722774849739e+04
-2.556154701168404426e+04 -2.409778175365731295e+04 -2.555953138668404426e+04 -1.852294190990731295e+04 -2.555953138668404426e+04
-2.564480381710396614e+04 -2.425423493969246920e+04 -2.564016319210396614e+04 -1.747414118969246920e+04 -2.564016319210396614e+04
-2.571903681881295051e+04 -2.421509217846200045e+04 -2.571547431881295051e+04 -2.066049842846200045e+04 -2.571547431881295051e+04
-2.562912132198677864e+04 -2.428301380932137545e+04 -2.562864085323677864e+04 -1.916081459057137545e+04 -2.562864085323677864e+04
-2.570794206173287239e+04 -2.406032838451668795e+04 -2.569766075069771614e+04 -1.742940650951668795e+04 -2.569766081173287239e+04
-2.573194132931099739e+04 -2.439415547191903170e+04 -2.572990617306099739e+04 -2.010593281566903170e+04 -2.572990617306099739e+04
-2.544755161983834114e+04 -2.402146922313973482e+04 -2.544709068233834114e+04 -1.506189109813973482e+04 -2.544709068233834114e+04
-2.580618305904732551e+04 -2.437921290600106295e+04 -2.580606196529732551e+04 -1.750103712475106295e+04 -2.580606202633248176e+04
-2.553269401485787239e+04 -2.413229096996590670e+04 -2.553235807735787239e+04 -2.012024409496590670e+04 -2.553235807735787239e+04
-2.567193202144966926e+04 -2.429792863476082857e+04 -2.567077186519966926e+04 -1.863183488476082857e+04 -2.567077186519966926e+04
-2.517080946285591926e+04 -2.380137471020028170e+04 -2.516666102535591926e+04 -2.054799971020028170e+04 -2.516666102535591926e+04
-2.534038151485787239e+04 -2.395862657177254732e+04 -2.533975266964302864e+04 -2.028431016552254732e+04 -2.533975260860787239e+04
-2.523190037472115364e+04 -2.385857539379403170e+04 -2.523119139034615364e+04 -2.034009492504403170e+04 -2.523119139034615364e+04
-2.541536671383248176e+04 -2.407593751537606295e+04 -2.541465187008248176e+04 -1.778007423412606295e+04 -2.541465187008248176e+04
-2.529925538570748176e+04 -2.397254206859871920e+04 -2.529882569820748176e+04 -1.781460456859871920e+04 -2.529882569820748176e+04
-2.550755177242623176e+04 -2.427600038158700045e+04 -2.550673927242623176e+04 -1.982526600658700045e+04 -2.550673927242623176e+04
-2.564985591060982551e+04 -2.429919508373543795e+04 -2.564702192623482551e+04 -2.036825367748543795e+04 -2.564702192623482551e+04
-2.553588633663521614e+04 -2.417539082348153170e+04 -2.553279258663521614e+04 -1.714041426098153170e+04 -2.553279258663521614e+04
-2.551004920894966926e+04 -2.405740396129891451e+04 -2.550977186519966926e+04 -1.947053286754891451e+04 -2.550977186519966926e+04
-2.519451557857857551e+04 -2.379694178783700045e+04 -2.519346675045357551e+04 -2.064600819408700045e+04 -2.519346675045357551e+04
-2.548527491695748176e+04 -2.404258515941903170e+04 -2.548231788570748176e+04 -1.911616328441903170e+04 -2.548231788570748176e+04
-2.561713313228951301e+04 -2.412360887157723482e+04 -2.561359406978951301e+04 -1.878773777782723482e+04 -2.561359406978951301e+04
-2.552940248043404426e+04 -2.396716957104012545e+04 -2.552365248043404426e+04 -2.043672810375496920e+04 -2.552365248043404426e+04
-2.542946629268990364e+04 -2.399285746776864107e+04 -2.542630223018990364e+04 -2.106584965526864107e+04 -2.542630223018990364e+04
-2.541508402950630989e+04 -2.396248490917489107e+04 -2.541450981075630989e+04 -1.897587944042489107e+04 -2.541450981075630989e+04
-2.561036485226021614e+04 -2.410765153515145357e+04 -2.560855625851021614e+04 -1.939149528515145357e+04 -2.560855625851021614e+04
-2.539890992672310676e+04 -2.404872496044442232e+04 -2.539598805172310676e+04 -2.138884605419442232e+04 -2.539598805172310676e+04
-2.546710653622017708e+04 -2.381071534740731295e+04 -2.546345028622017708e+04 -1.508297706615731295e+04 -2.546345028622017708e+04
-2.565366435177193489e+04 -2.425288902294442232e+04 -2.565356864864693489e+04 -1.900309214794442232e+04 -2.565356864864693489e+04
-2.558359104854927864e+04 -2.404667210399910982e+04 -2.557399339229927864e+04 -1.895148851024910982e+04 -2.557399339229927864e+04
-2.565446351559029426e+04 -2.433146803295418795e+04 -2.565283067257271614e+04 -2.051857350170418795e+04 -2.565283070309029426e+04
-2.583181620724068489e+04 -2.442664173900887545e+04 -2.583125364620552864e+04 -2.132776667797371920e+04 -2.583125364620552864e+04
-2.567399134762154426e+04 -2.420679631054207857e+04 -2.567152259762154426e+04 -2.067237834179207857e+04 -2.567152259762154426e+04
-2.577572575313912239e+04 -2.431969496166512545e+04 -2.577555778438912239e+04 -1.660708949291512545e+04 -2.577555778438912239e+04
-2.553230305416451301e+04 -2.421012464916512545e+04 -2.553204133541451301e+04 -1.728838636791512545e+04 -2.553204133541451301e+04
-2.547908897335396614e+04 -2.407055525219246920e+04 -2.547813584835396614e+04 -1.763472712719246920e+04 -2.547813584835396614e+04
-2.569118717892037239e+04 -2.423300340282723482e+04 -2.568827708370552864e+04 -1.989315184032723482e+04 -2.568827708370552864e+04
-2.566918968136177864e+04 -2.430032676708504732e+04 -2.566538890011177864e+04 -1.901052207958504732e+04 -2.566538890011177864e+04
-2.560772596676216926e+04 -2.410373017895028170e+04 -2.560710096676216926e+04 -1.610137080395028170e+04 -2.560710096676216926e+04
-2.568024244625435676e+04 -2.419813807689950045e+04 -2.567859989864693489e+04 -1.751048963939950045e+04 -2.567859986812935676e+04
-2.566831779415474739e+04 -2.416124107372567232e+04 -2.566566935665474739e+04 -1.895642076122567232e+04 -2.566566935665474739e+04
-2.565357331783638801e+04 -2.418457072460457857e+04 -2.565299909908638801e+04 -1.915125822460457857e+04 -2.565299909908638801e+04
